Geronimo,Bardi,BADGEO07M01P951G,Santa maria la longa,Via Delle rogazioni 4
Robustiano,Leto,LETRON04H06V386A,Sesto al reghena,Via Friuli 45
Ernaldo,Corsini,COOERO41Q02F388S,Tricesimo,Via Santa chiara 10
Librando,De nisi,DEILII46X18B443J,Buja,Via Ontegnano 48
Gianandrea,Ferro,FEEGIR64H34C738Q,Buja,Via Ledra 43
Flero,Frigoli,FRLFLE32Y23Y023U,Lignano sabbiadoro,Viale Centrale 43
Eliodoro,Bartomeoli,BARELL27I27U585A,Budoia,Via Dei pozzi 13
Cristian,Corciulo,COCCRS87R28Z864T,Aviano,Via San floriano 44
Ilarino,Maffezzoli,MAEILL14M07L622T,Frisanco,Localita  Flour 2
Eufrasio,Mino',MI EUO61O20O675L,Morsano al tagliamento,Via Dell'industria 14
Silvino,Matano,MAASIV13H15R932J,Polcenigo,Via Francescani 14
Simone,Croitoru,CRRSII96X04Y838Q,Gradisca d'isonzo,Via Bellini vincenzo 1
Gianbattista,De ruvo,DEOGIA69Q27M178E,San quirino,Via Matteotti 4
Adelino,Lacap,LACADE97T38B544G,Bicinicco,Via Verdi giuseppe 5
Apostolo,Lifonso,LIIAPT80Z26I980S,Gemona del friuli,Via Aquileia 37
Giovannimaria,Cappello,CAPGIM12M31C902C,Sesto al reghena,Via Cordovado 89
Memmo,Gueye,GUEMEO29O16S623P,Casarsa della delizia,Via Sile 39
Otilio,Di bello,DIOOTI92G12V227T,Medea,Via Zorutti 49
Aimo,De mauro,DEAAII34C26C899C,Cividale del friuli,Via Del lof 22
Oronzino,Mileti,MIIORR71I23O649K,Cividale del friuli,Via Premariacco 90
Florenzo,Estrafallaces,ESEFLR70U39Y070Z,Frisanco,Via Del tezza 14
Callisto,D'avanzo,D VCAT93C27A126A,Corno di rosazzo,Piazza 27 maggio 12
Giosefatto,Parato,PAAGIO88Q12S115F,Rivignano,Via Alessandro manzoni 22
Giangastone,Dino guida,DIUGIA76F33O698C,Brugnera,Via Prata 14
Giovannantonio,Camerino,CARGIT73K12R208X,Pontebba,Vicolo Degli orti 0
Rindo,Zenna,ZENRIO67Z32P980D,Teor,Via Piave 74
Ascenzo,Labaj,LAAASO98K26J712E,Lignano sabbiadoro,Via Spilimbergo 6
Cristiano,Chiappetta,CHACRR71G03J509D,Tavagnacco,Via Nazionale 72
Laurano,Luparelli,LURLAU55D25B918S,Cassacco,Via Da vinci l. 1
Pandolfo,Scotti,SCIPAL21M34W065R,Pordenone,Via Villanova di sotto 26
Fidelfio,Crastolla,CRRFID48X34E611D,Pradamano,Via Della liberta' 61
Crespino,Santobuono,SAUCRO62X19G789U,Marano lagunare,Largo Turchia 5
Aldiviero,Nicoli',NICALD87B35D811A,Coseano,Via Codroipo 176
Olis,Martellotti,MAIOLS66N32Z659N,Porcia,Via Repolle 15
Riger,Pollice,POLRIE11C16M224D,San dorligo della valle - dolina,Frazione Bagnoli della rosandra 375
Agnolo,D'agostini,D SAGO64E01F705I,Cividale del friuli,Via Borgo brossana 79
Aureliano,Fabbrizio,FAIAUA67N23N882D,Corno di rosazzo,Via 25 aprile 4
Diodoro,Carulli,CAADIO02O26Y566C,Buja,Via Rio gelato 45
Giovannico,Gainza yanse,GANGIA71X12V130Z,Pontebba,Via Roma 35
Quartino,Marseglia,MAEQUI90E23U800I,Pavia di udine,Via Aquileia 71
Osanio,Muca,MUUOSN22P28Z061W,Aviano,Via Tiepolo 12
Albionte,Stefanelli,STNALL22B12Q551C,Artegna,Via Villa 69
Alamiro,Comi,COIALL10D10W616Z,Cervignano del friuli,Via Aquileia 85
Libertino,Marchitiello,MAELIR55X18R187E,Pordenone,Via Monte rest 14
Ausilio,Zambrini,ZARAUI86B38W717V,Cordovado,Via Belvedere 20
Donino,Morosini,MOIDOO79A12M660D,Brugnera,Via Carriade 30
Divio,Avallone,AVEDII74D10E957T,San giorgio di nogaro,Via Mazzini 22
Adorando,De oronzo,DERADR63H17U337V,Polcenigo,Via Pantan 15
Lisio,Popescu,POELII41S04L687E,Lignano sabbiadoro,Via Istria 3
Leonide,Piantedosi,PIILEE35Z37J252A,Budoia,Via Dante alighieri 21
Porfidio,Pirrazzo,PIZPOO83X28H679N,Azzano decimo,Via Slissa 2
Orles,Bertola,BEEORE87J25M335T,Pordenone,Via Streghe 5
Oprando,Pitassi,PIIOPD90K29L568G,Tavagnacco,Via P. zorutti 6
Gaio,Angelini,ANNGAA09P27E201Y,San giovanni al natisone,Via G. carducci 1599
Grado,Baffa,BAFGRO75C29T068F,Lignano sabbiadoro,Via Udine 50
Eletto,Ciucci,CIIELO79W39O851C,Polcenigo,Vicolo Riva 5
Gianfelice,Mastrosabato,MATGII07O16F378E,Morsano al tagliamento,Via San paolo 64
Ricciardi,Libetta,LIARIC99I00D517H,Fiumicello,"Via Resistenza,della 19"
Rocco,Mathan,MAAROO66P20J407R,Meduno,Via Della chiesa 11
Oriode,Simonetti,SIIORI44L19Z338H,Pradamano,Via Lumignacco 14
Brunaldo,Gaeta,GAEBRA52P20O297H,Lignano sabbiadoro,Via Tridentina 26
Diodorino,Ramanaj,RAADII10P33G039J,Rivignano,Via John kennedy 10
Reinaldo,Puce,PUEREE50V25U541S,Montereale valcellina,Via Nuova 20
Oldino,Masiello,MAOOLO08P33Y122L,Tarcento,Via Oltretorre 23
Reale,Zinnari,ZIRREA54S11T790P,Pordenone,Via Feltre 14
Lelio,Barrotta,BATLEO21G12G486N,Gemona del friuli,Via Campo 67
Silvero,Gerbasio,GERSIR19G06Z408Y,Tarcento,Via D.manin 37
Fede,De donato,DEEFED97L31C033X,Campoformido,Via San rocco 22
Admeto,D'agostinis,D  ADD30P20U175F,Spilimbergo,Via Vittorio emanuele ii 12
Lugano,Maggio,MAOLUG88K32G044I,Duino-aurisina,Frazione Duino 72
Amico,Liso,LIIAMI27T03X207R,Porcia,Via Leopardi g. 12
Anco,Maturo,MAOANN87V01I983G,Majano,Frazione Farla 136
Silano,Kulla,KUASIL98O02L331I,Torviscosa,Viale Marconi 238
Franceschino,Basurto,BAAFRA71K24L420Q,Martignacco,Via Cividina 198
Mercedo,Cantatore,CANMEO15B03S249C,Moimacco,Via Paschini 8
Romiro,Lofari,LOOROM41Q23D833V,Sequals,Piazza C. pellarin 1
Ameglio,Barbaro,BABAMG31J03H839Z,Casarsa della delizia,Via Monte grappa san giovanni 9
Aminto,Petrelli ferramosca,PEAAMO84T12M174P,Gonars,Via A. tavian 9
Jacopo,Pignatiello,PIIJAO96M14L841M,Lignano sabbiadoro,Viale Centrale 6
Giovenzio,D'ambrogio,D MGIE95D27Z321Y,San dorligo della valle - dolina,Frazione Saqnt'antonio in bosco 34
Raffale,Mercante,MEARAL18C38L899B,Cividale del friuli,Via Patriarcato 22
Marietto,Neamtu,NEMMAA23Z01Q134U,Roveredo in piano,Via Xx settembre 129
Cadorna,Marini,MAICAA38G23U420G,Tavagnacco,Via Santa fosca 18
Fidenzio,Morello,MOLFIZ19B17H985Z,Pasiano di pordenone,Via Villotta 4
Gelsomino,Babriya,BAYGEL65U20V058B,Carlino,Via Iv novembre 12
Demostene,Druga,DRUDEE99B19L199M,Cividale del friuli,Via San moro 64
Iliano,Bali,BAIILN42O23X273D,Morsano al tagliamento,Via Borgo picci 10
Novembrino,Fiume,FIINOR56A39F555K,Precenicco,Via Della commenda 1
Diotisalvi,Lerede,LERDIA55R10C600Q,Rivignano,Via Rodolfo morandi 13
Riviero,De nitti,DETRIR08U31E459N,Monrupino,Frazione Col 12
Martino,Nicoli',NICMAN57X36V010F,Maniago,Via Angelo dal mistro 54
Letiziano,Abarintos,ABSLEO30X01Z432L,Malborghetto valbruna,Piazza Della chiesa 6
Mederico,Scolarici,SCAMEE90P18P998Y,Pavia di udine,Via Gorizia 14
Argo,Bitonto,BINARR31Z29J192W,Cividale del friuli,Via Bossetta 1
Mannuccio,Cataudella,CAUMAI79I00A998X,Palmanova,Via Udine 21
Bonifacio,Lopez,LOEBOC34Z23T889T,Porcia,Via Cartiera 67
Oneglio,Girardi,GIIONN82F18B197A,San giovanni al natisone,Via Chiopris 15
Resio,Marziliano,MAIREO43V19O171W,Moruzzo,Via Del ruat 2
Olmer,Schito,SCIOLR56J00A568L,Palazzolo dello stella,Via Della laguna 137
Romoaldo,Morgese,MOEROA83W26B341U,San daniele del friuli,Via Del monte 15
Eliseo,Chiga,CHHELI67A15P728A,Brugnera,Via Nene 20
Ferando,Sinnathamby,SINFER84R26M625M,Ragogna,Via Osoppo 14
Bixio,De lorenzo,DEOBII85X29S790T,Tramonti di sotto,Via Campone centro 27
Filidio,Filoni,FIIFIL14N15A843V,Palmanova,Viale Taglio 20
Livino,Angeletti,ANGLII20A28L298C,San giorgio di nogaro,Via Annia 14
Massimo,Castriota scanderbeg,CAEMAS63E39K896E,Palmanova,Via Da mula 2
Fedo,Paglialonga,PAIFEO75B17I704X,Cassacco,Via Augusta 4
Odorisio,Ghionna,GHIODS20H13K529E,Tarcento,Via V.alfieri 115
Laudicino,Lombardi,LOMLAN89V01X911Z,Pordenone,Via Montereale 63
Ezelino,Congedi,COEEZL55G18O042M,Palmanova,Viale Taglio 26
Elviro,Sawali,SAAELO22A04E478M,Gradisca d'isonzo,Via Ciotti m. 41
Ciso,Leccisi,LEICIO42H19Q288V,Teor,Via Latisana 21
Ancomarzio,Aliffi,ALLANO62C18R799K,Gradisca d'isonzo,Via Roma 61
Faliero,Biagioli,BILFAI80H32G472Z,Pavia di udine,Via Borc dai cuei 4
Ruffo,Santalucia,SALRUF39M30V925V,Morsano al tagliamento,Via Delle cave 8
Livierino,Anbalagan,ANBLIV44X33S172A,Gradisca d'isonzo,Calle Dei macellai 5
Ostelio,Protupapa,PRPOSO61D21T983T,Pozzuolo del friuli,Via Lavariano 10
Eco,Maiorello,MAOECC06B01T825J,Martignacco,Via Udine 106
Normanno,Muratore,MURNON33W37E914Z,Majano,Via Zorutti 41
Luisito,Marinosci,MAALUI09E20V945J,Buttrio,Via Roncuz 20
Galiano,Frontisti,FRNGAL08Q03M601K,Campoformido,Via Armentaressa 19
Marsino,Dantes,DAEMAO94H31C845S,Buja,Via Caspigello 14
Memore,Totarofila,TORMEM40T13B978M,Tarcento,Via Curia' 9
Adelasio,Trisolino,TRIADD02K32P273O,Budoia,Via Giovanni battista solda' 8
Getulio,Tortorella,TOOGET81S15E305E,Porcia,Via Gandin 2
Irnerio,Furone,FUNIRR97U31V472C,Lignano sabbiadoro,Via Dei pini 25
Gandolfo,Petrescu,PEEGAO17B21X912G,Romans d'isonzo,Via Delle monache 1
Genisio,Bettoli,BEIGES42T21U644F,Pordenone,Via Asolo 22
Sigisfrido,Bisconti,BISSII33S00S548N,Buja,Via Campo 20
Patroclo,De paulis,DEUPAT97M39V487R,Bicinicco,Via Gonars 10
Remigio,Cursano,CUAREI07X13W921L,Maniago,Via Cividale 3
Sigifrido,Ippolito,IPPSIG32P04B806Q,Coseano,Largo Municipio 129
Alghisio,Vallone,VAOALL37X20D348U,Porcia,Via Manzoni a. 2
Bonafede,Astro,ASOBOF87V08M677H,Cordenons,Via Monte podgora 4
Reulo,Tomas,TOAREL21Z22H084X,Buja,Via Casali leoncini 2
Orienzo,Hussain,HUUORZ11Y38J229F,Muggia,Via Della stazione 7
Simonino,De rasis,DE SIM56M15Y199G,Budoia,Localita  Sauc 1
Palmazio,Salsetti,SASPAI29A11F937K,Teor,Via Ariis 14
Drago,Vigliotti,VIGDRG41F20E137L,Pordenone,Via Volt de querini 2
Eriano,Borelli,BOOERA03W24W300L,Cervignano del friuli,Via Firenze 9
Alerano,Savino,SAIALA73N38E396Z,Budoia,Via Bianco 10
Ortes,Margari,MAIORE14N15K886F,Pasian di prato,Via C.colombo 217
Renzi,Messito,MEIREZ02Z34B561V,Cordovado,Via Teglio 29
Fidalmo,Eme,EMMFIL08C35J104L,Clauzetto,Via Gerchia 27
Pardo,Carrozzo,CARPAD13L01G262X,San giorgio della richinvelda,Via Borgo leone 14
Ricciardetto,Anglana,ANGRIE86R38Q147F,Casarsa della delizia,Via Polveriere 6
Algiso,Umali,UMLALO85F37K111U,Sesto al reghena,Via Casette 13
Elvino,Spongano,SPNELI63I04S312J,Sesto al reghena,Via Doberdo' 7
Rodomonte,Paolelli,PALROO19N18P915S,Lignano sabbiadoro,Via Pineda 24
Osmar,Nestore,NEEOSA39H39R578G,Tarcento,Via Del castello 42
Mondino,Pisacane,PIIMOO52J11O385K,Martignacco,Via D.casco 2
Littorino,Gabrieli,GALLII59F35S931C,Azzano decimo,Via E. toti 26
Idio,Melodia,MEDIDI86H39C064F,Sequals,Piazza C. pellarin 18
Laudicino,Margiotta,MATLAC87Y03M886V,Campoformido,Via Santa barbara 32
Luisetto,Migliore,MILLUT73D13D691S,Aviano,Via Dei molini 43
Bello,Boi,BOIBEO09S28M104Y,Martignacco,Via S.carlo 1
Costante,Suraj,SURCOA15J24S171A,Latisana,Via Trento 100
Romeno,Giulianelli,GIIROE19I13X428B,Sesto al reghena,Via Cordovado 91
Betto,Turlusso,TUOBET78R23O721V,San daniele del friuli,Via Nussio nussi 39
Piacentino,Batar,BAAPIO52F30C359L,Sgonico,Frazione Gabrovizza/gabrovec 64
Marno,Calogero,CAOMAR86H29O416V,San dorligo della valle - dolina,Frazione Dolina 507
Robledo,Cirasino,CIOROE97K03W012T,Azzano decimo,Via G. stuparich 9
Renardo,Ronzini,ROIREA41Z03C585B,Budoia,Via Mons.domenico comin 4
Gemello,De giuseppe,DEPGEM01X26G830I,Montereale valcellina,Via Manin 37
Rubeno,Gongo,GOGRUU17H04E945I,Gradisca d'isonzo,Via Della campagnola 25
Mariotto,Anca,ANNMAA24Y21G236S,Cordovado,Via Duomo 12
Pompilio,Bellanova,BEEPOP40Y17F923F,Coseano,Via Del commercio 85
